,Geography,Total!!Estimate!!Population 16 years and over,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Total!!Estimate!!Hispanic or Latino origin (of any race),"Total!!Estimate!!White alone, not Hispanic or Latino",Total!!Estimate!!Population 20 to 64 years,Employment/Population Ratio!!Estimate!!Population 16 years and over,Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Employment/Population Ratio!!Estimate!!Hispanic or Latino origin (of any race),"Employment/Population Ratio!!Estimate!!White alone, not Hispanic or Latino",Employment/Population Ratio!!Estimate!!Population 20 to 64 years,Unemployment rate!!Estimate!!Population 16 years and over,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,Unemployment rate!!Estimate!!Hispanic or Latino origin (of any race),"Unemployment rate!!Estimate!!White alone, not Hispanic or Latino",Unemployment rate!!Estimate!!Population 20 to 64 years,NAME,STATE,SCHOOL DISTRICT (UNIFIED),District,NCESDist,year
54,9700000US0600027,103567,57303,-999999999,-999999999,6732,-999999999,-999999999,-999999999,46854,44478,82855,58.7,59.2,-999999999.0,-999999999.0,56.7,-999999999.0,-999999999.0,-999999999.0,59.7,58.2,68.6,8.1,8.0,-999999999.0,-999999999.0,10.6,-999999999.0,-999999999.0,-999999999.0,8.8,7.6,7.9,"Lake Elsinore Unified School District, California",06,00027,Lake Elsinore Unified School District,0600027,2017
55,9700000US0600028,124880,82472,-999999999,-999999999,13310,-999999999,-999999999,-999999999,30060,68188,95470,60.4,59.5,-999999999.0,-999999999.0,57.4,-999999999.0,-999999999.0,-999999999.0,64.1,58.8,72.1,5.0,4.5,-999999999.0,-999999999.0,2.3,-999999999.0,-999999999.0,-999999999.0,7.7,4.0,4.8,"Temecula Valley Unified School District, California",06,00028,Temecula Valley Unified School District,0600028,2017
56,9700000US0600029,86824,59783,-999999999,-999999999,8084,-999999999,-999999999,-999999999,18990,50369,61835,55.3,54.3,-999999999.0,-999999999.0,51.2,-999999999.0,-999999999.0,-999999999.0,57.4,54.1,71.6,8.1,8.5,-999999999.0,-999999999.0,13.8,-999999999.0,-999999999.0,-999999999.0,8.4,8.2,7.7,"Murrieta Valley Unified School District, California",06,00029,Murrieta Valley Unified School District,0600029,2017
57,9700000US0600032,55809,39213,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,34816,45247,67.4,67.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,68.9,79.4,3.0,2.6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,2.5,2.8,"Redondo Beach Unified School District, California",06,00032,Redondo Beach Unified School District,0600032,2017
58,9700000US0600036,62148,23198,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,19307,52288,67.0,70.6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,71.3,75.8,6.5,2.7,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,2.9,5.9,"Natomas Unified School District, California",06,00036,Natomas Unified School District,0600036,2017
59,9700000US0600047,63296,37393,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,23963,49441,63.0,63.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,61.7,76.3,3.1,2.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,3.3,2.8,"Tracy Unified School District, California",06,00047,Tracy Unified School District,0600047,2017
60,9700000US0600153,104160,19079,-999999999,-999999999,66360,-999999999,-999999999,-999999999,27465,7470,74765,56.1,56.6,-999999999.0,-999999999.0,54.2,-999999999.0,-999999999.0,-999999999.0,62.6,48.0,73.3,4.2,5.5,-999999999.0,-999999999.0,3.4,-999999999.0,-999999999.0,-999999999.0,5.8,7.3,4.0,"Alhambra Unified School District, California",06,00153,Alhambra Unified School District,0600153,2017
61,9700000US0600158,60091,43183,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,22975,31581,44912,59.1,57.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,66.6,54.0,71.5,8.4,8.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,9.2,7.9,7.6,"Turlock Unified School District, California",06,00158,Turlock Unified School District,0600158,2017
62,9700000US0601332,134619,80574,15582,-999999999,12630,-999999999,-999999999,-999999999,37918,61873,106655,55.4,56.0,44.4,-999999999.0,60.1,-999999999.0,-999999999.0,-999999999.0,60.2,54.5,66.1,7.8,4.7,14.5,-999999999.0,8.2,-999999999.0,-999999999.0,-999999999.0,9.9,4.0,7.9,"Twin Rivers Unified School District, California",06,01332,Twin Rivers Unified School District,0601332,2017
63,9700000US0601414,75781,59607,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,21975,47691,55067,68.9,67.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,72.5,67.1,83.3,4.3,3.8,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,4.1,3.8,3.7,"Santa Barbara Unified School District, California",06,01414,Santa Barbara Unified School District,0601414,2017
64,9700000US0601620,90383,25208,-999999999,-999999999,34174,-999999999,17912,-999999999,28289,15772,66148,58.7,55.5,-999999999.0,-999999999.0,60.3,-999999999.0,58.8,-999999999.0,60.4,50.3,73.9,6.3,3.8,-999999999.0,-999999999.0,5.0,-999999999.0,8.7,-999999999.0,7.3,3.8,5.8,"ABC Unified School District, California",06,01620,ABC Unified School District,0601620,2017
65,9700000US0601770,62878,32461,-999999999,-999999999,18256,-999999999,-999999999,-999999999,8120,28937,47597,64.4,64.0,-999999999.0,-999999999.0,64.9,-999999999.0,-999999999.0,-999999999.0,68.6,63.5,77.5,3.3,3.4,-999999999.0,-999999999.0,1.3,-999999999.0,-999999999.0,-999999999.0,4.5,2.9,3.3,"Alameda City Unified School District, California",06,01770,Alameda City Unified School District,0601770,2017
66,9700000US0602430,90383,41563,-999999999,-999999999,11619,-999999999,28183,-999999999,53893,19072,71042,61.4,59.3,-999999999.0,-999999999.0,56.7,-999999999.0,67.8,-999999999.0,65.6,53.9,74.4,7.2,7.9,-999999999.0,-999999999.0,8.8,-999999999.0,3.1,-999999999.0,6.0,8.5,6.0,"Alvord Unified School District, California",06,02430,Alvord Unified School District,0602430,2017
67,9700000US0602850,88802,39338,16171,-999999999,-999999999,-999999999,-999999999,-999999999,27930,26929,68925,58.3,57.9,48.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,64.0,53.5,70.6,9.3,4.9,19.8,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,8.7,6.6,8.3,"Antioch Unified School District, California",06,02850,Antioch Unified School District,0602850,2017
68,9700000US0603600,58055,29734,-999999999,-999999999,7980,-999999999,-999999999,-999999999,35540,11982,44380,60.8,60.4,-999999999.0,-999999999.0,58.3,-999999999.0,-999999999.0,-999999999.0,63.7,56.0,73.2,5.4,5.4,-999999999.0,-999999999.0,6.4,-999999999.0,-999999999.0,-999999999.0,5.4,5.8,5.2,"Azusa Unified School District, California",06,03600,Azusa Unified School District,0603600,2017
69,9700000US0603690,61282,24105,-999999999,-999999999,-999999999,-999999999,21215,-999999999,45669,-999999999,47925,62.8,59.7,-999999999.0,-999999999.0,-999999999.0,-999999999.0,62.0,-999999999.0,61.9,-999999999.0,75.7,5.5,4.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,6.6,-999999999.0,5.5,-999999999.0,5.5,"Baldwin Park Unified School District, California",06,03690,Baldwin Park Unified School District,0603690,2017
70,9700000US0604440,66270,27386,-999999999,-999999999,-999999999,-999999999,17446,-999999999,26804,19313,51232,63.0,58.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,67.0,-999999999.0,64.0,58.6,77.3,5.8,6.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,7.7,-999999999.0,6.4,8.0,4.6,"Bellflower Unified School District, California",06,04440,Bellflower Unified School District,0604440,2017
71,9700000US0604740,107304,61879,-999999999,-999999999,22837,-999999999,-999999999,-999999999,13564,55338,77688,58.7,67.3,-999999999.0,-999999999.0,47.0,-999999999.0,-999999999.0,-999999999.0,65.0,67.5,70.1,5.5,4.0,-999999999.0,-999999999.0,2.9,-999999999.0,-999999999.0,-999999999.0,7.8,3.2,5.6,"Berkeley Unified School District, California",06,04740,Berkeley Unified School District,0604740,2017
72,9700000US0606450,86929,66741,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,16068,54820,68227,66.3,65.9,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,74.7,64.1,79.2,6.3,6.2,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,5.1,6.4,6.5,"Burbank Unified School District, California",06,06450,Burbank Unified School District,0606450,2017
73,9700000US0607440,291376,225767,-999999999,-999999999,31559,-999999999,-999999999,-999999999,48013,200845,213455,62.9,61.7,-999999999.0,-999999999.0,63.7,-999999999.0,-999999999.0,-999999999.0,70.0,60.9,77.6,4.1,4.1,-999999999.0,-999999999.0,2.7,-999999999.0,-999999999.0,-999999999.0,3.5,4.3,4.0,"Capistrano Unified School District, California",06,07440,Capistrano Unified School District,0607440,2017
74,9700000US0607500,63300,52335,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,44827,44438,58.2,57.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,57.8,75.6,4.3,4.8,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,3.3,3.1,"Carlsbad Unified School District, California",06,07500,Carlsbad Unified School District,0607500,2017
75,9700000US0607970,54456,26439,-999999999,-999999999,11522,-999999999,-999999999,-999999999,23379,14657,41489,60.4,60.1,-999999999.0,-999999999.0,55.1,-999999999.0,-999999999.0,-999999999.0,64.0,58.1,73.1,9.8,8.6,-999999999.0,-999999999.0,11.1,-999999999.0,-999999999.0,-999999999.0,11.5,4.0,7.8,"Central Unified School District, California",06,07970,Central Unified School District,0607970,2017
76,9700000US0608370,95641,79890,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,14730,70922,69700,59.8,58.9,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,63.2,59.0,73.3,6.1,6.1,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,8.1,5.4,5.8,"Chico Unified School District, California",06,08370,Chico Unified School District,0608370,2017
77,9700000US0608460,155436,79910,-999999999,-999999999,32935,-999999999,-999999999,-999999999,63782,45932,122762,53.1,56.5,-999999999.0,-999999999.0,57.0,-999999999.0,-999999999.0,-999999999.0,54.8,53.6,62.7,4.9,4.1,-999999999.0,-999999999.0,6.7,-999999999.0,-999999999.0,-999999999.0,4.5,2.4,4.6,"Chino Valley Unified School District, California",06,08460,Chino Valley Unified School District,0608460,2017
78,9700000US0609030,164423,118802,-999999999,-999999999,21821,-999999999,-999999999,-999999999,41530,92087,121113,58.7,58.3,-999999999.0,-999999999.0,57.5,-999999999.0,-999999999.0,-999999999.0,60.7,57.9,73.1,4.5,4.4,-999999999.0,-999999999.0,4.1,-999999999.0,-999999999.0,-999999999.0,4.8,4.1,3.5,"Clovis Unified School District, California",06,09030,Clovis Unified School District,0609030,2017
79,9700000US0629550,142411,114024,-999999999,-999999999,6538,-999999999,-999999999,-999999999,50990,73616,92873,47.5,46.1,-999999999.0,-999999999.0,60.7,-999999999.0,-999999999.0,-999999999.0,58.4,40.0,63.2,7.7,6.9,-999999999.0,-999999999.0,6.0,-999999999.0,-999999999.0,-999999999.0,5.2,9.0,8.0,"Palm Springs Unified School District, California",06,29550,Palm Springs Unified School District,0629550,2017
80,9700000US0629610,69606,40959,-999999999,-999999999,21764,-999999999,-999999999,-999999999,-999999999,38028,48707,58.8,58.1,-999999999.0,-999999999.0,58.6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,57.6,74.1,4.1,2.5,-999999999.0,-999999999.0,6.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,2.4,4.0,"Palo Alto Unified School District, California",06,29610,Palo Alto Unified School District,0629610,2017
81,9700000US0629850,59748,-999999999,-999999999,-999999999,-999999999,-999999999,27532,-999999999,44839,-999999999,48201,59.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,58.4,-999999999.0,61.5,-999999999.0,70.7,5.6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,6.7,-999999999.0,5.0,-999999999.0,4.9,"Paramount Unified School District, California",06,29850,Paramount Unified School District,0629850,2017
82,9700000US0629940,178257,98050,20091,-999999999,27474,-999999999,26963,-999999999,54335,71034,135407,62.5,61.8,50.3,-999999999.0,67.3,-999999999.0,69.6,-999999999.0,68.4,60.1,76.4,4.2,4.4,8.0,-999999999.0,3.1,-999999999.0,1.3,-999999999.0,1.9,5.1,4.2,"Pasadena Unified School District, California",06,29940,Pasadena Unified School District,0629940,2017
83,9700000US0630660,137438,95338,-999999999,-999999999,24920,-999999999,-999999999,-999999999,41870,65456,105041,65.2,65.6,-999999999.0,-999999999.0,62.0,-999999999.0,-999999999.0,-999999999.0,68.4,65.2,78.4,3.9,4.1,-999999999.0,-999999999.0,2.2,-999999999.0,-999999999.0,-999999999.0,4.3,3.8,3.2,"Placentia-Yorba Linda Unified School District, California",06,30660,Placentia-Yorba Linda Unified School District,0630660,2017
84,9700000US0631320,135423,55985,8388,-999999999,24737,-999999999,38487,-999999999,85300,16168,103628,58.3,53.3,51.0,-999999999.0,52.3,-999999999.0,68.9,-999999999.0,64.5,39.6,71.2,5.9,6.8,6.9,-999999999.0,3.4,-999999999.0,6.0,-999999999.0,5.5,12.6,5.0,"Pomona Unified School District, California",06,31320,Pomona Unified School District,0631320,2017
85,9700000US0631530,167116,102530,-999999999,-999999999,43358,-999999999,-999999999,-999999999,-999999999,93490,126145,64.1,62.1,-999999999.0,-999999999.0,67.8,-999999999.0,-999999999.0,-999999999.0,-999999999.0,61.4,78.5,4.9,4.0,-999999999.0,-999999999.0,4.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,4.3,4.2,"Poway Unified School District, California",06,31530,Poway Unified School District,0631530,2017
86,9700000US0632070,103940,66769,-999999999,-999999999,14924,-999999999,-999999999,-999999999,27505,48170,77803,56.1,55.7,-999999999.0,-999999999.0,58.1,-999999999.0,-999999999.0,-999999999.0,58.7,53.9,69.7,4.8,5.3,-999999999.0,-999999999.0,2.0,-999999999.0,-999999999.0,-999999999.0,6.8,4.7,4.6,"Redlands Unified School District, California",06,32070,Redlands Unified School District,0632070,2017
87,9700000US0632370,89999,49258,13897,-999999999,-999999999,-999999999,21295,-999999999,63039,9943,72637,58.4,59.0,55.8,-999999999.0,-999999999.0,-999999999.0,58.9,-999999999.0,59.5,55.0,68.7,10.6,7.8,16.4,-999999999.0,-999999999.0,-999999999.0,11.5,-999999999.0,9.7,7.3,9.4,"Rialto Unified School District, California",06,32370,Rialto Unified School District,0632370,2017
88,9700000US0632550,210831,105453,30409,-999999999,43548,-999999999,18646,-999999999,74700,53790,162690,61.5,62.4,54.8,-999999999.0,61.2,-999999999.0,69.7,-999999999.0,65.5,59.0,74.8,5.4,5.1,7.2,-999999999.0,4.2,-999999999.0,3.8,-999999999.0,5.6,4.7,4.9,"West Contra Costa Unified School District, California",06,32550,West Contra Costa Unified School District,0632550,2017
89,9700000US0633150,211177,111723,16908,-999999999,18238,-999999999,54890,-999999999,94772,77152,162503,58.8,59.0,54.8,-999999999.0,51.0,-999999999.0,63.2,-999999999.0,61.8,58.0,71.1,6.6,5.3,3.5,-999999999.0,8.1,-999999999.0,8.0,-999999999.0,6.8,6.2,6.0,"Riverside Unified School District, California",06,33150,Riverside Unified School District,0633150,2017
90,9700000US0633750,91495,21022,-999999999,-999999999,48204,-999999999,17782,-999999999,33881,6410,66919,56.4,57.6,-999999999.0,-999999999.0,55.3,-999999999.0,57.0,-999999999.0,59.4,46.7,73.1,5.7,4.7,-999999999.0,-999999999.0,5.1,-999999999.0,9.1,-999999999.0,6.2,8.6,5.0,"Rowland Unified School District, California",06,33750,Rowland Unified School District,0633750,2017
91,9700000US0633840,272637,136121,32813,-999999999,50252,-999999999,30262,-999999999,65147,107775,211091,58.1,61.7,49.6,-999999999.0,51.3,-999999999.0,63.0,-999999999.0,63.5,61.2,70.6,8.0,5.3,13.7,-999999999.0,11.3,-999999999.0,7.9,-999999999.0,5.7,5.7,7.7,"Sacramento City Unified School District, California",06,33840,Sacramento City Unified School District,0633840,2017
92,9700000US0633860,177509,131946,-999999999,-999999999,26788,-999999999,-999999999,-999999999,33909,108307,130357,63.2,61.9,-999999999.0,-999999999.0,64.8,-999999999.0,-999999999.0,-999999999.0,71.0,60.1,76.8,4.5,4.8,-999999999.0,-999999999.0,3.5,-999999999.0,-999999999.0,-999999999.0,4.0,4.9,4.2,"Saddleback Valley Unified School District, California",06,33860,Saddleback Valley Unified School District,0633860,2017
93,9700000US0634170,210805,130452,25534,-999999999,-999999999,-999999999,35592,9888,132682,39416,167368,50.2,51.4,37.0,-999999999.0,-999999999.0,-999999999.0,57.0,50.4,54.6,45.6,60.2,11.6,10.6,15.7,-999999999.0,-999999999.0,-999999999.0,8.1,23.8,11.8,5.0,10.8,"San Bernardino City Unified School District, California",06,34170,San Bernardino City Unified School District,0634170,2017
94,9700000US0634320,918353,598817,62362,-999999999,156873,-999999999,52463,37801,239100,429573,728186,61.7,62.2,54.1,-999999999.0,59.8,-999999999.0,64.4,68.4,64.3,61.5,73.2,6.0,5.1,12.0,-999999999.0,6.7,-999999999.0,6.8,5.0,7.4,3.9,5.5,"San Diego City Unified School District, California",06,34320,San Diego City Unified School District,0634320,2017
95,9700000US0634410,777887,363146,39392,-999999999,276841,-999999999,57287,35538,109783,322834,615581,68.7,75.0,49.1,-999999999.0,63.0,-999999999.0,69.6,70.6,69.8,75.8,81.2,3.8,3.5,8.5,-999999999.0,3.9,-999999999.0,2.6,4.3,3.0,3.4,3.5,"San Francisco Unified School District, California",06,34410,San Francisco Unified School District,0634410,2017
96,9700000US0634590,222431,118417,-999999999,-999999999,48774,-999999999,35018,-999999999,66975,92692,173964,65.1,64.2,-999999999.0,-999999999.0,59.7,-999999999.0,74.0,-999999999.0,67.6,65.3,76.7,5.0,5.1,-999999999.0,-999999999.0,5.3,-999999999.0,3.6,-999999999.0,5.4,4.3,5.0,"San Jose Unified School District, California",06,34590,San Jose Unified School District,0634590,2017
97,9700000US0634620,275336,212537,-999999999,-999999999,17072,-999999999,-999999999,15690,41443,189229,199270,57.6,56.5,-999999999.0,-999999999.0,65.4,-999999999.0,-999999999.0,52.8,62.2,55.7,72.6,4.9,4.8,-999999999.0,-999999999.0,3.0,-999999999.0,-999999999.0,4.0,5.9,4.8,4.1,"San Juan Unified School District, California",06,34620,San Juan Unified School District,0634620,2017
98,9700000US0634680,61057,24760,-999999999,-999999999,20436,-999999999,-999999999,-999999999,13522,17471,44783,55.7,56.5,-999999999.0,-999999999.0,52.4,-999999999.0,-999999999.0,-999999999.0,60.5,54.3,70.4,6.9,7.0,-999999999.0,-999999999.0,5.5,-999999999.0,-999999999.0,-999999999.0,6.9,5.4,7.0,"San Leandro Unified School District, California",06,34680,San Leandro Unified School District,0634680,2017
99,9700000US0634710,67956,28675,-999999999,-999999999,19606,-999999999,-999999999,-999999999,25186,13903,52018,61.7,59.3,-999999999.0,-999999999.0,62.9,-999999999.0,-999999999.0,-999999999.0,64.2,54.7,74.8,5.7,5.5,-999999999.0,-999999999.0,6.0,-999999999.0,-999999999.0,-999999999.0,2.7,9.2,5.5,"San Lorenzo Unified School District, California",06,34710,San Lorenzo Unified School District,0634710,2017
100,9700000US0634800,82604,69138,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,58912,54848,49.9,53.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,50.8,64.9,3.9,3.8,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,4.2,3.2,"San Luis Coastal Unified School District, California",06,34800,San Luis Coastal Unified School District,0634800,2017
101,9700000US0634880,101844,82659,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,37905,51346,76358,63.2,62.6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,71.0,57.7,76.7,3.1,2.9,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,1.5,3.9,2.6,"San Marcos Unified School District, California",06,34880,San Marcos Unified School District,0634880,2017
102,9700000US0635130,117364,70681,-999999999,-999999999,36671,-999999999,-999999999,-999999999,-999999999,66928,83977,62.0,61.0,-999999999.0,-999999999.0,63.6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,60.6,77.1,2.9,2.8,-999999999.0,-999999999.0,2.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,2.6,2.9,"San Ramon Valley Unified School District, California",06,35130,San Ramon Valley Unified School District,0635130,2017
103,9700000US0635310,202369,83723,-999999999,-999999999,17760,-999999999,95092,-999999999,155789,25406,167187,67.2,64.5,-999999999.0,-999999999.0,64.5,-999999999.0,70.8,-999999999.0,68.4,63.3,76.5,4.3,4.1,-999999999.0,-999999999.0,0.9,-999999999.0,4.9,-999999999.0,4.5,4.9,3.9,"Santa Ana Unified School District, California",06,35310,Santa Ana Unified School District,0635310,2017
104,9700000US0635430,142806,53411,-999999999,-999999999,65502,-999999999,-999999999,-999999999,-999999999,43484,113366,66.3,61.0,-999999999.0,-999999999.0,69.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,58.5,78.0,3.0,2.7,-999999999.0,-999999999.0,3.5,-999999999.0,-999999999.0,-999999999.0,-999999999.0,3.2,3.0,"Santa Clara Unified School District, California",06,35430,Santa Clara Unified School District,0635430,2017
105,9700000US0635700,94060,70907,-999999999,-999999999,9615,-999999999,-999999999,-999999999,13956,61935,66652,60.6,62.3,-999999999.0,-999999999.0,50.8,-999999999.0,-999999999.0,-999999999.0,62.1,62.3,75.1,6.1,5.2,-999999999.0,-999999999.0,8.0,-999999999.0,-999999999.0,-999999999.0,6.3,5.3,5.5,"Santa Monica-Malibu Unified School District, California",06,35700,Santa Monica-Malibu Unified School District,0635700,2017
106,9700000US0636840,105106,83832,-999999999,-999999999,11868,-999999999,-999999999,-999999999,24074,65806,77927,61.7,60.4,-999999999.0,-999999999.0,65.3,-999999999.0,-999999999.0,-999999999.0,62.7,59.9,76.9,5.2,5.0,-999999999.0,-999999999.0,6.1,-999999999.0,-999999999.0,-999999999.0,5.6,4.9,4.6,"Simi Valley Unified School District, California",06,36840,Simi Valley Unified School District,0636840,2017
107,9700000US0637530,-999999999,17238,-999999999,-999999999,33607,-999999999,-999999999,-999999999,15293,11683,-999999999,-999999999.0,60.6,-999999999.0,-999999999.0,69.7,-999999999.0,-999999999.0,-999999999.0,67.5,61.6,-999999999.0,-999999999.0,2.2,-999999999.0,-999999999.0,2.0,-999999999.0,-999999999.0,-999999999.0,4.8,1.9,-999999999.0,"South San Francisco Unified School District, California",06,37530,South San Francisco Unified School District,0637530,2017
108,9700000US0638010,156327,71306,14937,-999999999,25647,-999999999,26803,15796,80160,30458,119729,52.8,50.7,46.9,-999999999.0,50.8,-999999999.0,56.7,64.1,57.5,44.3,64.8,7.1,6.9,14.0,-999999999.0,4.5,-999999999.0,3.7,10.6,7.4,5.3,6.4,"Stockton Unified School District, California",06,38010,Stockton Unified School District,0638010,2017
109,9700000US0639420,120535,56704,-999999999,-999999999,46188,-999999999,-999999999,-999999999,20722,45210,88316,59.0,55.1,-999999999.0,-999999999.0,62.0,-999999999.0,-999999999.0,-999999999.0,63.2,52.3,74.9,5.0,4.7,-999999999.0,-999999999.0,2.9,-999999999.0,-999999999.0,-999999999.0,7.7,5.8,5.2,"Torrance Unified School District, California",06,39420,Torrance Unified School District,0639420,2017
110,9700000US0640150,111766,57682,-999999999,-999999999,28297,-999999999,-999999999,-999999999,31668,45340,85832,65.6,66.2,-999999999.0,-999999999.0,58.5,-999999999.0,-999999999.0,-999999999.0,72.5,64.1,78.7,2.6,2.7,-999999999.0,-999999999.0,0.0,-999999999.0,-999999999.0,-999999999.0,2.9,3.5,2.1,"Tustin Unified School District, California",06,40150,Tustin Unified School District,0640150,2017
111,9700000US0640590,68475,50887,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,39140,50726,58.5,57.9,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,53.9,71.6,4.1,4.3,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,4.6,3.8,"Vacaville Unified School District, California",06,40590,Vacaville Unified School District,0640590,2017
112,9700000US0640740,100578,36300,20595,-999999999,24036,-999999999,-999999999,-999999999,23576,27778,75673,57.7,58.8,55.6,-999999999.0,58.9,-999999999.0,-999999999.0,-999999999.0,56.5,59.9,70.4,9.5,5.4,19.3,-999999999.0,5.9,-999999999.0,-999999999.0,-999999999.0,9.7,3.7,8.7,"Vallejo City Unified School District, California",06,40740,Vallejo City Unified School District,0640740,2017
113,9700000US0640980,98358,86335,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,32444,58728,72716,60.3,60.1,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,67.3,56.0,74.7,6.3,6.6,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,3.8,8.4,6.3,"Ventura Unified School District, California",06,40980,Ventura Unified School District,0640980,2017
